facility_id,facility_name,facility_type,region_clean,latitude,longitude,capacity,licence_issue_date_clean,inspection_date_clean,remarks
HF-5966,Walker-Smith💊,Health Centre,St. James,12.79138888888889,-58.77388888888889,149.0,2022-04-16,,Follow-up 2023
HF-5967,"Moss, Morgan and Jones Infirmary",Polyclinic,St. Michael,,,155.0,,2024-05-12,
05968,"Thomas, Wells and Mcfarland Clinic (ChristChurch)",CHC,Christchurch,12.76096,-59.14401,204.0,2022-07-03,2024-06-26,-
#5969,Ritter Ltd Hosp.,Health Ctr.,St. Andrew,12.86522,-59.06903,,2025-10-11,2021-04-13,
5970,Jones-Johnson Clinic,Community Health Ctr.,Nhoj .Ts,13.073888888888888,-59.14388888888889,,,2024-09-19,♥
5971,Wong and Sons Clinic (St.Peter),Clinic,St.Peter,12.72689,-59.11528,52.0,2017-10-25,2018-08-08,-
NAN,Sanchez-Glover Polyclinic,Health Centre,St. Joseph,,,250.0,2016-11-14,,Follow-up 2023
CCD25F,Cox Group Infirmary (st.),,St. John,,,499.0,2023-12-02,,Good
#5974,"Rivera, Jones and Dickson (St.)",Clinic,St. Peter,,,296.0,2022-03-10,2024-10-09,
NAN,Wright-Peterson (St),Polyclinic 🏥,St Lucy,,,,2024-04-04,2021-06-07,Reinspection due
5976,"Brown,-Molina-and-Crawford",Clinic,St. Peter,,,338.0,,,Good
05977,"Baker, Case and Jackson Hosp. (nhoJ)",Hosp.,Nhoj .Ts,,,,2025-11-22,,Reinspection due
NAN,Henderson-Inc Medical Center,Clinic🌡️,St. Michael,-59.26738,12.92945,,2021-07-15,2018-12-23,
HF-5979,Thomas-Romero Clinic,Clinic,St.Lucy,,,474.0,2022-11-08,2021-02-16,
NAN,Mills-Smith Hospital (St),CHC,St Michael,,,,,,Follow-up 2023
05981,"Wilson, Ball and Rogers Clinic (St)",Clinic,St James,13.1863,-59.15104,,2017-07-25,2023-04-11,Good
NAN,Richardson-Ltd Polyclinic,Clinic🌡️,Christ Church,13.00143,-58.84109,478.0,2022-10-30,2022-02-02,♥
1DF4AF,"Woodward,-Baker-and-Lewis Hospital",Polyclinic 🏥,St. Peter,-59.22241,12.71488,372.0,2021-02-08,2025-06-20,Needs upgrade
5984,Cooper-Thomas Clinic (st.),Community Health Centre,St. George,13.21926,-58.98778,,,2018-03-08,
NAN,Martin Ltd (hpesoJ),Health Centre,St. Joseph,,,,2020-12-28,,Needs upgrade
5986,"Wall, Spence and Stokes 🏥",,St. Michael,13.00973,-59.14704,402.0,2016-10-10,2018-09-28,Good
NAN,"Williams,-Morales-and-Sims Infirmary",CHC,St. George,,,225.0,2024-02-12,,-
NAN,Jenkins PLC Infirmary (St.Michael),Polyclinic,St.Michael,12.77654,-59.29324,303.0,2017-12-31,,Follow-up 2023
NAN,Allen Inc Medical Center,Clinic,St. Joseph,,,,2016-05-11,,
05990,"Jones, Porter and Page Medical Center
NewLine",Community Health Centre,St. Joseph,12.85731,-59.06793,,2019-02-03,2023-05-31,Needs upgrade
HF-5991,Green-Perez 🏥,CHC,St Lucy,12.990833333333333,-59.29083333333333,,2016-02-18,2020-12-19, 
05992,Johnson-Colon Hosp. (St.),Polyclinic,St. John,12.98814,-58.98018,151.0,2025-11-30,2019-05-26,Reinspection due
HF-5993,"Horton, Gomez and Peterson Health Centre",Health Ctr.,St Joseph,,,76.0,,2024-10-08,
NAN,Butler-Wood,Health Centre,St. Andrew,,,149.0,,2022-10-31,Needs upgrade
NAN,Mathews LLC Polyclinic💊,Health Ctr.,St. Lucy,12.91955,-59.2571,390.0,2021-09-30,,
05996,Stewart-West Hospital (St.),,St. Lucy,12.84138888888889,-58.94972222222222,220.0,2018-08-10,,Needs upgrade
NAN,"Jensen, Hurley and Randall Hospital",Polyclinic 🏥,St.Michael,12.95694,-58.95958,406.0,2019-06-10,2019-11-01,
5998,"Torres, Carter and Nicholson (St.)",CHC,St. Michael,12.8191,-59.25889,104.0,2018-09-06,2018-10-02,♥
NAN,"Mueller, Pham and Rogers Health Centre (ST.)",Health Ctr.,St. John,-59.10644,13.2067,,2020-07-24,2020-11-16,
HF-6000,Flynn-Allen Infirmary©,CHC,Christ Church,12.838333333333335,-59.08555555555556,224.0,,2022-02-04,
D20A8D,Rose-Jordan Medical Center,Community Health Ctr.,St. Peter,13.23715,-59.06149,,,2023-12-05,
06002,Cole-Group Medical Center,Health Ctr.,St. Lucy,,,,,,Reinspection due
#6003,"Estes, Horn and Young Health Centre (St.George)",Hosp.,St.George,12.969166666666666,-58.906388888888884,25.0,2021-06-01,,Follow-up 2023
20DC36,Miller-Patterson Clinic,,St. Andrew,,,,2019-07-06,2021-12-13,♥
20DC36,Miller-Patterson Clin.,,St. Andrew,,,,2019-07-06,2021-12-13,♥
HF-6005,Santana-Rose Infirmary,Hosp.,St Michael,12.95594,-59.06044,23.0,2016-01-08,2019-02-14, 
NAN,Brewer-LLC,Polyclinic 🏥,St.Peter,-58.79148,12.88857,459.0,2017-01-20,,Follow-up 2023
06007,Hernandez-Smith Medical Center,Hosp.,St.Joseph,12.95534,-58.84332,290.0,2017-06-21,,Needs upgrade
06008,Dennis-Hall Hosp.,,St. George,13.268611111111111,-58.79055555555556,,,,Needs upgrade
NAN,Young Ltd (ST.),Hosp.,St. Michael,13.19902,-58.84851,,,2025-04-06,
06010,Hamilton-Ltd Hosp.,Health Ctr.,St. Andrew,-58.74396,13.27403,196.0,2023-10-23,,-
NAN,Brown-Pierce Clinic (St.),Community Health Ctr.,St. Andrew,,,270.0,2025-01-05,,Follow-up 2023
HF-6012,"Singh, Hunter and Clark",Community Health Ctr.,St. Peter,12.913611111111111,-58.95944444444445,73.0,2024-08-19,2019-02-08,-
NAN,"Wallace, Vazquez and Morris",Clinic🌡️,St. Andrew,13.097222222222223,-59.150555555555556,478.0,2022-06-09,2022-08-20,Needs upgrade
HF-6014,Vincent Inc Medical Center (St.),Community Health Centre,St. George,,,,,2019-08-24, 
D3E376,Bowman-Hardy Polyclinic,,St. John,13.0494,-58.79883,156.0,2024-04-21,,♥
6016,Brock Inc Medical Center (St),Health Ctr.,St James,,,87.0,,2023-02-26,Follow-up 2023
NAN,Whitaker-Ponce Hospital,CHC,St. James,-58.76351,13.06252,,2018-01-07,2018-12-01,Follow-up 2023
HF-6018,Mitchell-Ward,CHC,St. John,,,14.0,2020-08-10,,
HF-6019,"Gray,-Shelton-and-Price Medical Center",Hosp.,St Lucy,12.815000000000001,-59.18,357.0,2023-09-20,,-
#6020,Brown and Sons Infirmary (ST.)✨,Health Ctr.,St. George,,,88.0,2024-01-08,2024-05-02,
6020,Brown and Sons Infirmary (ST.)✨,Health Ctr.,St. George,,,88.0,2024-01-08,2024-05-02,
06021,"Carrillo, Hood and Hickman (ST.)",Clinic🌡️,St. Joseph,-59.02501,12.70979,272.0,,,Good
#6022,"Jones, Schmidt and Barnes",,St. Michael,12.89765,-58.97402,35.0,,,Needs upgrade
06023,George-Carpenter,Polyclinic,St. George,12.76026,-59.27407,,2018-12-19,2023-12-09,
060526,Prince Inc,Health Centre,St.John,,,,2016-08-03,2024-03-12,
349511,"Douglas, Ho and Coleman Infirmary",,St Lucy,12.923333333333332,-59.28916666666667,15.0,2022-08-21,,
#6026,Caldwell and Sons Hospital,Clinic🌡️,St. Lucy,-59.2337,12.91332,339.0,2024-02-21,2023-10-04,
06027,Foster-Page,,St. Joseph,,,418.0,2018-03-21,2025-07-12,-
06028,Frazier-Group,CHC,St.Michael,13.163,-59.02778,368.0,2025-03-11,,
HF-6029,"Robertson, Torres and West Hosp. (St)",Hospital,St Joseph,-59.24395,12.72191,64.0,,,♥
HF-6030,Smith-Perry Hosp.,CHC,St Andrew,-58.77027,12.86652,390.0,,2021-07-22,Reinspection due
#6031,Graham-Webb Medical Center (St.),CHC,St. Michael,12.976111111111111,-58.911944444444444,,2018-11-08,2020-01-05,Good
#6032,Peters-Williams Health Centre,Health Centre,Christ Church,13.08815,-59.22167,,2020-04-26,2021-06-23, 
#6033,"Perry,-Zavala-and-Berry Clinic (St.)",,St. Michael,13.2725,-58.77027777777778,400.0,,2023-11-21,
6033,"Perry,-Zavala-and-Berry Clin. (St.)",,St. Michael,13.2725,-58.77027777777778,400.0,,2023-11-21,
NAN,Gomez Inc Health Centre,Community Health Ctr.,St. George,12.97193,-58.70649,407.0,,2025-02-18,
F51940,Merritt-Rodriguez Polyclinic (St.),Clinic🌡️,St. Peter,13.027222222222223,-59.05138888888889,430.0,2021-07-22,2020-01-20,Follow-up 2023
#6036,Hudson-Cooper 🏥,Hosp.,St. Michael,-59.0521,13.17905,438.0,2017-12-06,,
6037,Huerta-Sanchez Infirmary (St.),Clinic🌡️,St. George,12.890833333333333,-58.79138888888889,45.0,2017-12-09,2022-05-27,Follow-up 2023
06038,"Miller, White and Knapp Infirmary
NewLine",Hosp.,Nhoj .Ts,,,,,2020-12-30,
NAN,"White, Moody and Smith Health Centre",Polyclinic 🏥,St. Michael,13.037222222222223,-58.74666666666667,,,2024-09-16,Follow-up 2023
31336B,Smith and Sons Hosp.,Community Health Ctr.,Christ Church,13.07593,-58.83604,190.0,2022-02-14,2019-03-09, 
#6041,"Carroll, Figueroa and Best Hospital
NewLine",Polyclinic 🏥,St. Joseph,13.233055555555556,-58.92222222222222,,2024-02-16,,
#6041,"Carroll, Figueroa and Best Hosp.
NewLine",Polyclinic 🏥,St. Joseph,13.233055555555556,-58.92222222222222,,2024-02-16,,
HF-6042,Garza and Sons 🏥,Hosp.,St.Lucy,12.94021,-59.01569,409.0,2020-08-20,2024-11-11,-
#6043,Martin-Ltd Medical Center,Polyclinic 🏥,St. Andrew,12.70361111111111,-59.13166666666667,479.0,,2022-12-13,
6044,Olson LLC Hosp. (hpesoJ),,St. Joseph,12.90319,-59.11909,,2021-07-28,2023-10-25,Follow-up 2023
HF-6045,Ferrell and Sons (St),Community Health Centre,St Michael,-59.14286,13.24601,,2019-09-05,, 
06046,Hall LLC Polyclinic (St),Community Health Centre,St Andrew,-58.9653,12.83249,,2023-01-30,2018-09-11,♥
D77579,Hanson-Palmer Clinic (St.),Polyclinic,St. Andrew,,,,2018-01-24,2019-03-27,Follow-up 2023
D77579,Hanson-Palmer Clin. (St.),Polyclinic,St. Andrew,,,,2018-01-24,2019-03-27,Follow-up 2023
6048,"Jackson,-Diaz-and-Pennington Clinic",Hosp.,St. Joseph,,,,2020-08-19,,Needs upgrade
6048,"Jackson,-Diaz-and-Pennington Clin.",Hosp.,St. Joseph,,,,2020-08-19,,Needs upgrade
932015,Bray Group (St.),CHC,St. George,12.99656,-58.81535,376.0,,2025-06-17,Needs upgrade
NAN,Burton-Fernandez Hosp. (St.),Hospital,St. Michael,,,409.0,2025-07-22,2021-03-29,Follow-up 2023
6051,"Palmer,-Reeves-and-Richardson Infirmary (st.)",,St. Lucy,,,372.0,2018-04-22,2020-07-31,Reinspection due
#6052,Barber and Sons Hospital (St.),Clinic,St. Lucy,-58.90585,13.2743,211.0,,,Needs upgrade
#6053,Adams-Stevens,CHC,St. Andrew,,,188.0,2017-08-28,,Follow-up 2023
NAN,Small-Miranda (St),CHC,St James,13.10442,-59.1239,,2023-10-29,2018-10-19,Needs upgrade
#6055,Ramsey Inc (St.),CHC,St. Joseph,13.0,-58.75833333333333,,2025-04-10,,-
6056,"Wilson, Pierce and Moore Medical Center (St.)",Clinic,St. Lucy,,,189.0,2024-07-19,2022-08-19,
06057,Gilbert and Sons,,Christ Church,13.08593,-59.12367,,2020-07-29,,♥
HF-6058,Velez-Andrews Health Centre,CHC,St. Andrew,12.87015,-58.95431,,2016-07-05,2025-07-16,♥
#6059,George PLC 🏥 (St.Andrew),Clinic🌡️,St.Andrew,,,216.0,2016-11-25,2018-08-07,♥
6059,George PLC 🏥 (St.Andrew),Clinic🌡️,St.Andrew,,,216.0,2016-11-25,2018-08-07,♥
NAN,"Gray, Lawrence and York Medical Center",Health Ctr.,St. Michael,-58.90832,12.89635,,2016-10-12,2025-04-24,-
NAN,"Gray, Lawrence and York Medical Center",Health Ctr.,St. Michael,-58.90832,12.89635,,2016-10-12,2025-04-24,-
#6061,Gray-Johns Clinic (st.),CHC,St. Andrew,13.21209,-59.08192,404.0,,2018-03-30,
NAN,Allen-Rodgers Hosp.,Community Health Ctr.,St. Peter,,,34.0,2016-12-22,2018-01-29,
#6063,Campos Ltd Hospital,Hospital,St.Lucy,-59.19711,13.23892,448.0,,2020-11-08,♥
#6063,Campos Ltd Hosp.,Hospital,St.Lucy,-59.19711,13.23892,448.0,,2020-11-08,♥
06064,"Roberson-Adams Medical Center
NewLine",Hosp.,St. Lucy,13.172222222222222,-59.14472222222222,278.0,,2022-12-14,
D018B1,Carpenter LLC (St.),,St. James,12.75424,-58.91688,111.0,2019-11-08,2023-02-20,Needs upgrade
NAN,Kaiser-Ltd Hosp. (St.),Community Health Ctr.,St. Andrew,12.96081,-58.91049,401.0,2023-10-08,,Good
052441,Jacobs Group,Clinic🌡️,St Andrew,13.0781,-59.00304,,2016-04-05,,
NAN,Moses-Lopez 🏥,Polyclinic 🏥,St. George,13.10333,-59.09547,335.0,2022-09-19,2020-10-26,Reinspection due
06069,"Giles,-Henderson-and-Woods 🏥",,St. Michael,,,494.0,2021-03-10,2021-06-22,Follow-up 2023
06069,"Giles,-Henderson-and-Woods 🏥",,St. Michael,,,494.0,2021-03-10,2021-06-22,Follow-up 2023
NAN,Vincent-LLC Medical Center (St),Community Health Centre,St Michael,,,300.0,,2023-05-03,Reinspection due
NAN,"Morris-Jones Hospital (St)
NewLine",Polyclinic 🏥,St Andrew,,,,2017-02-25,2025-12-06,♥
#6072,Rios-Craig Hospital (St.)✨,Hospital,St. James,-59.25403,13.08661,172.0,,,-
6073,"Potts, Weaver and Davis",Clinic🌡️,Christ Church,,,240.0,2019-04-23,2022-09-20, 
HF-6074,Powell Ltd Hosp.,Hosp.,St. Lucy,,,302.0,2020-07-31,2021-06-23,Reinspection due
6075,"Stevens, Mack and Ferguson Hosp.✨",,St Lucy,12.98508,-59.22817,473.0,2024-06-21,2024-09-22,Reinspection due
HF-6076,Callahan-Ltd (St.)💊,Community Health Ctr.,St. George,,,,2024-02-03,2021-12-25,Good
3F788F,Bass-Bird Polyclinic💊,Community Health Centre,St. Lucy,,,,2020-06-23,,Reinspection due
6078,Vega-LLC Hosp. (CHRIST),,Christ Church,13.159722222222223,-58.93055555555555,470.0,2021-08-09,2020-02-16,-
#6079,Brandt-Group Clinic (St),Health Centre,St Joseph,,,,,2018-11-28, 
06080,"Massey, Murphy and Reyes 🏥©",Hospital,St. Andrew,,,468.0,,2019-03-29,♥
#6081,Collins-Fields Health Centre,,St. Joseph,,,441.0,,2025-02-27,-
55E5E2,"Rodriguez, Reed and Young Clinic (werdnA)",Health Centre,St. Andrew,-59.26212,12.85866,186.0,,,♥
NAN,"Gordon,-Torres-and-Woodward (St.Peter)©",Hosp.,St.Peter,-59.10436,13.28718,,2024-06-16,2024-01-22,
NAN,Tucker Inc Infirmary,Polyclinic 🏥,St. George,13.277222222222223,-59.16888888888889,143.0,,2019-05-27,♥
6085,"Stevens, Mitchell and Baker 🏥",CHC,St. Joseph,13.06541,-58.92975,,2025-05-18,2021-12-22,Reinspection due
#6086,"Cox,-Morgan-and-Adams (ST.)
NewLine",Health Ctr.,St. Lucy,,,,,2023-07-26,Needs upgrade
6087,"Clayton, Underwood and Short Health Centre",CHC,St Peter,,,130.0,2018-12-12,2022-12-19,
A46299,Miller-LLC Health Centre,CHC,St. James,,,393.0,2019-01-31,2024-06-04,Follow-up 2023
6089,Martin and Sons 🏥,,St Joseph,12.72802,-58.93347,99.0,2024-01-08,2019-08-06,Reinspection due
HF-6090,Benitez-Mckay,Polyclinic 🏥,St. Peter,,,,,2022-07-08,Follow-up 2023
NAN,Johnson Ltd,Polyclinic 🏥,St. Joseph,13.083333333333334,-58.90083333333333,39.0,2021-11-14,,Good
HF-6092,Hughes-Chavez 🏥,,St. Michael,12.75984,-58.93196,190.0,,2025-07-28,♥
#6093,"Aguilar, Rice and Stanley Clinic",Health Ctr.,St. John,13.12037,-58.97275,,2017-09-21,2023-11-18,Reinspection due
NAN,Farrell PLC Health Centre,Polyclinic,St. Lucy,12.793333333333333,-59.10583333333334,,2025-09-21,,Follow-up 2023
NAN,Miller-PLC Clinic (St),,St Joseph,12.86014,-58.9906,,2020-10-11,2019-08-21,Follow-up 2023
81BDB9,Navarro-Thompson,Polyclinic,St.George,,,,2021-11-28,2022-02-10, 
6097,Morris-Krause Hosp. (St),Clinic,St Joseph,,,,2016-11-10,2022-08-21,
6097,Morris-Krause Hosp. (St),Clinic,St Joseph,,,,2016-11-10,2022-08-21,
HF-6098,Gonzales LLC Health Centre (St.George),Polyclinic,St.George,,,118.0,2025-02-08,2022-03-16,Reinspection due
06099,Burke-Parker 🏥,,St.John,12.934166666666666,-59.159444444444446,,2020-11-02,2025-06-12, 
#6100,Poole-Wade Infirmary,Clinic,St. Lucy,13.21759,-58.98475,,2016-10-05,2018-01-31,
NAN,Powers-Smith Hospital (St),Community Health Centre,St Peter,13.06291,-58.83043,181.0,2025-12-24,2019-01-16,♥
06102,Key PLC (St.),Hosp.,St. James,,,113.0,,2025-01-16,-
06103,Compton-Harris (St.),CHC,St. Michael,,,355.0,2024-04-15,2024-06-12,Needs upgrade
6104,Lutz LLC Hosp. (St)©,,St James,12.83888,-59.20265,74.0,,,Needs upgrade
6104,Lutz LLC Hosp. (St)©,,St James,12.83888,-59.20265,74.0,,,Needs upgrade
6105,"Davis, Gallegos and Ramos 🏥",CHC,St.Lucy,13.07498,-58.7614,234.0,2022-05-30,2020-06-04,♥
6105,"Davis, Gallegos and Ramos 🏥",CHC,St.Lucy,13.07498,-58.7614,234.0,2022-05-30,2020-06-04,♥
HF-6106,Dunn-Jones Clinic (semaJ),Health Ctr.,St. James,,,,,2023-10-26, 
#6107,"Mays, Walker and Ellis",Polyclinic 🏥,St. Andrew,12.73346,-58.93431,,2021-12-27,2018-12-12,-
#6108,Evans-Stanley (St.),Clinic,St. John,13.09471,-59.03304,207.0,2016-01-08,2019-05-16,Follow-up 2023
6108,Evans-Stanley (St.),Clinic,St. John,13.09471,-59.03304,207.0,2016-01-08,2019-05-16,Follow-up 2023
NAN,Merritt LLC Medical Center (St.),CHC,St. Lucy,,,448.0,2017-10-13,2024-10-11, 
NAN,Merritt LLC Medical Center (St.),CHC,St. Lucy,,,448.0,2017-10-13,2024-10-11, 
NAN,"Matthews, Clark and Archer Hosp.",Hospital,St. James,12.825,-59.153055555555554,210.0,2017-09-07,2024-06-03,Follow-up 2023
NAN,Clark Inc Polyclinic (St.),Health Ctr.,St. James,,,,,, 
52D96D,Mccoy LLC Hospital (St.),,St. John,12.87275,-59.18338,88.0,2017-05-02,2019-01-17, 
415993,Sandoval-Parker (St.),Clinic🌡️,St. Andrew,13.11498,-58.80375,399.0,2017-04-27,2018-08-25,Reinspection due
HF-6114,"Williams, Edwards and Parker Medical Center",Clinic,St. Lucy,,,195.0,2025-10-14,2024-10-01,
FF7A0C,"Wallace, Hogan and Atkins Health Centre",Polyclinic,St.Peter,13.26686,-58.86775,,2022-11-13,,Good
HF-6116,"Molina,-Andrews-and-Villanueva Infirmary",Clinic🌡️,Nhoj .Ts,,,434.0,2022-12-14,2019-12-17,Needs upgrade
NAN,"Roberts, Jones and Bryant Medical Center",Hosp.,St. James,13.08195,-59.15254,11.0,,2018-06-28,-
NAN,"Mendez, Cook and West Hosp.",Community Health Centre,Christchurch,12.73938,-59.19283,,2020-03-03,2021-06-21, 
NAN,Hunter LLC Polyclinic,Hosp.,St.John,12.87698,-58.88072,22.0,2018-04-28,,Follow-up 2023
#6120,"Benson, Lewis and Gonzalez Clinic (semaJ)
NewLine",Community Health Centre,St. James,12.80182,-58.88595,,2022-02-06,,
HF-6121,Hayes and Sons,,St. James,-59.13138,12.76853,,,2018-02-12,Needs upgrade
HF-6121,Hayes and Sons,,St. James,-59.13138,12.76853,,,2018-02-12,Needs upgrade
HF-6122,Jones-PLC 🏥 (St.),Polyclinic,St. Lucy,,,497.0,2020-11-05,,Follow-up 2023
NAN,"Thompson,-Paul-and-Smith Health Centre",Clinic,St. Andrew,13.16442,-58.70611,301.0,,2020-01-27,
NAN,"Thompson,-Paul-and-Smith Health Centre",Clinic,St. Andrew,13.16442,-58.70611,301.0,,2020-01-27,
#6124,"Johnson,-Pruitt-and-Rhodes Health Centre",Health Centre,St. George,,,354.0,2023-09-01,2021-12-01, 
6124,"Johnson,-Pruitt-and-Rhodes Health Centre",Health Centre,St. George,,,354.0,2023-09-01,2021-12-01, 
06125,"Gray, Johnson and Howe Medical Center",Health Centre,St. George,,,403.0,,,Reinspection due
06126,Goodwin Inc Health Centre (st.),Polyclinic,St. John,13.25452,-58.75034,,2023-05-22,,
F42816,Moore-Walker (St),Polyclinic 🏥,St Peter,12.91259,-58.93933,,2016-07-03,2020-08-29,
NAN,"Grant, Hill and Barnes
NewLine",CHC,St. Joseph,13.07007,-58.944,94.0,2017-07-20,2024-10-09,-
06129,"Baker, Davis and Singh",Community Health Centre,St.Joseph,-58.91751,12.95057,143.0,,2019-02-01,Reinspection due
NAN,"Watts,-Flores-and-Hubbard 🏥",Hospital,Nhoj .Ts,13.18328,-58.91139,385.0,2017-03-29,2024-05-01,
NAN,"Miles, Ellis and Garcia (st.)",Health Centre,St. Lucy,,,364.0,2019-12-12,2022-03-08,♥
06132,"Wallace, Bradley and Rosario 🏥",Community Health Ctr.,St. John,12.705,-58.84777777777778,169.0,,2019-07-03,Needs upgrade
6133,Lambert-Hill Hospital,Hospital,Christ Church,13.26322,-59.095,149.0,2021-02-11,,Follow-up 2023
NAN,"Brown, Spears and Hawkins Health Centre (St.)",Community Health Centre,St. Michael,13.101666666666667,-59.280833333333334,172.0,2025-10-05,2022-02-27,Follow-up 2023
6135,Clark PLC Clinic,Health Ctr.,Christ Church,,,282.0,,, 
#6136,Chavez-Guerra 🏥,,St.Lucy,,,328.0,2017-01-25,2024-10-07,
6137,Ramirez-Tucker (ST.),Polyclinic 🏥,St. Peter,,,442.0,2021-02-03,2021-10-29,♥
6138,"Adams, Garrison and Baker Hospital",Clinic,St.James,-59.07936,13.02154,65.0,,,Follow-up 2023
6138,"Adams, Garrison and Baker Hosp.",Clinic,St.James,-59.07936,13.02154,65.0,,,Follow-up 2023
6139,Winters Group (ST.),Hospital,St. John,12.966944444444444,-59.20194444444445,,2023-02-09,,♥
2998AE,Bautista Inc 🏥 (st.),CHC,St. George,,,117.0,2018-09-18,,
E5177D,Cook Inc 🏥,,St. Peter,12.79477,-59.2778,148.0,2021-06-22,,Reinspection due
NAN,Miller Inc Hosp.,Hosp.,St. George,-58.98435,12.91539,,,2024-05-08,♥
65F2A2,Gonzalez PLC Infirmary (ST.),Polyclinic,St. George,13.05792,-58.79269,155.0,,2020-11-23,Reinspection due
NAN,"Hamilton,-Hampton-and-Fernandez Clinic",,St. James,,,,2024-12-25,2025-12-04,
NAN,Gonzalez-Roberts (St.James),Hosp.,St.James,13.05877,-58.94179,,2025-12-24,,
NAN,"Stokes,-Le-and-Lopez",Polyclinic 🏥,St. George,12.900277777777777,-59.12166666666667,313.0,2021-05-27,, 
NAN,White-Ochoa Hosp.✨,,St.Michael,13.16604,-59.20446,,2017-11-08,2020-12-04, 
HF-6148,"Phelps, Ferguson and Brown Medical Center (St.)",,St. Andrew,13.06297,-58.76379,,,,Reinspection due
06149,"Allen,-Irwin-and-Hernandez Polyclinic",Community Health Ctr.,St. George,,,432.0,2023-05-26,2023-05-16,
06149,"Allen,-Irwin-and-Hernandez Polyclinic",Community Health Ctr.,St. George,,,432.0,2023-05-26,2023-05-16,
06150,Gutierrez PLC Medical Center,Polyclinic 🏥,St. Lucy,-58.74609,12.83888,124.0,,, 
F9FA51,"Hernandez, Trujillo and Miranda 🏥",,St. Lucy,,,,,2022-06-25,Needs upgrade
NAN,Wilson-Evans 🏥,,St. John,-58.79744,12.89235,127.0,,,Needs upgrade
HF-6153,Henry-Sullivan Polyclinic,Community Health Centre,St.Michael,,,438.0,2021-10-22,,Reinspection due
HF-6153,Henry-Sullivan Polyclinic,Community Health Centre,St.Michael,,,438.0,2021-10-22,,Reinspection due
6154,"Jimenez,-Reyes-and-Reyes Clinic",Clinic,St. George,,,323.0,2023-04-17,2020-12-02,
NAN,"Shannon, Stephens and Anthony Health Centre (St.)",Polyclinic 🏥,St. Andrew,13.286944444444444,-58.76305555555555,7.0,2017-03-05,2024-01-03,
06156,"Garcia, Carroll and White",Community Health Ctr.,St.James,-59.09376,12.74796,,2018-04-28,,Needs upgrade
NAN,"Heath, Lee and Rush Hosp. (ST.)💊",Polyclinic,St. George,13.06337,-59.22736,,,2025-07-23,
06158,Salas-Hughes 🏥,,St. Lucy,13.23952,-59.28759,,,2020-06-06,Needs upgrade
06159,"Hodge, Robinson and Baxter 🏥 (st.)",Community Health Ctr.,St. George,12.88334,-59.25959,225.0,,2024-08-10,Reinspection due
HF-6160,Kim-Hawkins Infirmary,,St. Peter,,,,2024-09-30,2021-12-31,-
#6161,Webster-Peck Medical Center (semaJ),Health Centre,St. James,12.98711,-59.18026,211.0,,2018-07-03,Good
HF-6162,Vasquez-PLC Medical Center,Community Health Ctr.,Christchurch,13.090277777777779,-58.74194444444444,,,2018-11-08,-
6163,Martinez Group Infirmary (St.),Clinic,St. Andrew,,,338.0,,2021-10-21,Reinspection due
HF-6164,Johnson Group 🏥 (Christ),Polyclinic 🏥,Christ Church,13.15886,-58.75803,282.0,2018-03-05,2022-02-14,
6165,Reyes-PLC (st.),Health Ctr.,St. Andrew,12.75264,-58.84057,,2023-06-30,,
06166,Barrett-Cohen,Hosp.,St. Peter,,,159.0,2025-04-19,,♥
NAN,"Jones, Parker and Miller Hosp.©",Polyclinic 🏥,St.John,,,272.0,2025-11-13,2019-01-03,-
NAN,"Lopez, Gutierrez and Wolf Hosp. (St.John)",Community Health Ctr.,St.John,,,338.0,2023-01-20,2024-08-20,
